user_id	item_id	rating	timestep
1	138	5	1
1	198	4	2
1	241	4	3
1	23	5	4
1	149	2	5
1	246	5	6
1	228	2	7
1	155	5	8
1	21	5	9
1	7	4	10
1	76	3	11
1	16	4	12
1	188	5	13
1	158	4	14
1	80	3	15
1	38	3	16
1	49	3	17
1	170	4	18
1	165	5	19
1	105	4	20
1	137	5	21
1	176	5	22
1	88	4	23
1	99	4	24
1	194	5	25
1	233	3	26
1	39	2	27
1	5	5	28
1	119	5	29
1	185	5	30
1	74	4	31
1	113	4	32
1	13	4	33
2	202	2	1
2	263	5	2
2	243	5	3
2	102	4	4
2	252	5	5
2	77	4	6
2	35	3	7
2	247	5	8
2	264	4	9
2	225	4	10
2	59	4	11
2	217	5	12
2	18	4	13
2	156	4	14
2	185	4	15
2	49	4	16
2	76	4	17
2	205	3	18
2	106	3	19
2	20	5	20
2	229	4	21
2	29	3	22
2	213	4	23
2	43	4	24
2	198	3	25
2	166	5	26
2	155	4	27
2	197	4	28
2	143	5	29
2	271	5	30
2	239	5	31
2	216	1	32
2	214	5	33
2	6	5	34
2	88	4	35
2	177	4	36
2	139	3	37
2	195	5	38
2	242	5	39
2	226	4	40
2	256	4	41
2	109	5	42
2	74	5	43
2	261	4	44
2	194	5	45
3	183	4	1
3	112	5	2
3	224	4	3
3	154	5	4
3	53	3	5
3	244	3	6
3	49	3	7
3	240	4	8
3	110	4	9
3	135	4	10
3	184	3	11
3	100	5	12
3	116	5	13
3	238	4	14
3	106	3	15
3	226	4	16
3	2	5	17
3	80	2	18
3	63	4	19
3	38	3	20
3	252	5	21
3	201	4	22
3	73	4	23
3	149	4	24
3	5	5	25
3	193	3	26
3	84	4	27
3	50	4	28
3	215	5	29
3	66	3	30
3	180	5	31
3	232	5	32
3	93	5	33
4	230	5	1
4	6	4	2
4	55	5	3
4	68	3	4
4	79	3	5
4	157	4	6
4	69	4	7
4	169	5	8
4	129	5	9
4	208	3	10
4	104	5	11
4	5	5	12
4	224	4	13
4	42	5	14
4	201	4	15
4	187	3	16
4	78	3	17
4	53	5	18
4	232	5	19
4	35	3	20
4	73	5	21
4	248	5	22
4	219	4	23
4	158	4	24
4	87	4	25
4	188	4	26
4	186	5	27
4	44	3	28
4	124	4	29
4	145	5	30
4	256	5	31
4	272	3	32
4	254	5	33
4	252	5	34
4	66	5	35
4	106	3	36
4	253	4	37
4	70	3	38
4	14	5	39
4	149	4	40
4	220	4	41
4	65	4	42
4	218	5	43
4	172	4	44
4	142	5	45
4	238	5	46
5	98	4	1
5	199	5	2
5	4	5	3
5	60	3	4
5	75	4	5
5	112	5	6
5	161	4	7
5	50	4	8
5	38	3	9
5	225	4	10
5	259	5	11
5	93	4	12
5	7	2	13
5	114	5	14
5	183	4	15
5	137	3	16
5	157	4	17
5	227	5	18
5	147	5	19
5	14	5	20
5	133	4	21
5	29	1	22
5	235	4	23
5	240	3	24
5	139	5	25
5	70	3	26
5	117	5	27
5	191	5	28
5	107	4	29
5	257	5	30
5	3	5	31
5	142	4	32
5	165	3	33
5	167	3	34
5	28	4	35
5	224	4	36
5	44	3	37
5	273	3	38
5	96	3	39
5	135	5	40
5	211	3	41
5	80	4	42
5	231	4	43
5	156	5	44
5	179	5	45
5	256	5	46
5	223	4	47
5	209	3	48
5	158	5	49
5	90	5	50
5	241	3	51
5	121	5	52
5	264	5	53
5	188	3	54
5	197	5	55
5	140	4	56
5	85	4	57
5	134	4	58
5	251	4	59
5	159	4	60
5	16	4	61
5	109	5	62
5	261	5	63
5	18	4	64
5	131	3	65
5	87	4	66
5	39	2	67
5	152	3	68
5	101	3	69
5	32	3	70
5	118	4	71
5	205	4	72
5	13	5	73
5	71	4	74
5	62	5	75
5	92	5	76
5	194	3	77
5	175	4	78
5	238	4	79
5	177	4	80
5	200	3	81
5	169	5	82
5	153	3	83
5	33	3	84
5	37	3	85
5	48	5	86
5	57	5	87
5	115	4	88
6	246	4	1
6	15	5	2
6	267	4	3
6	266	4	4
6	207	5	5
6	45	4	6
6	47	5	7
6	63	3	8
6	113	4	9
6	178	4	10
6	41	5	11
6	230	5	12
6	162	5	13
6	110	5	14
6	13	4	15
6	255	4	16
6	164	2	17
6	219	4	18
6	42	5	19
6	189	5	20
6	149	4	21
6	233	3	22
6	119	5	23
6	191	5	24
6	128	5	25
6	105	5	26
6	151	3	27
6	9	3	28
6	222	4	29
6	187	5	30
6	270	4	31
6	228	3	32
6	77	4	33
6	148	3	34
6	38	3	35
6	108	5	36
6	25	4	37
6	124	3	38
6	115	4	39
6	160	5	40
6	72	5	41
6	236	4	42
6	97	3	43
6	177	5	44
6	114	4	45
6	166	5	46
6	257	5	47
6	36	4	48
6	4	5	49
6	263	5	50
6	98	4	51
6	141	4	52
6	272	4	53
6	205	5	54
6	62	5	55
6	225	5	56
6	183	5	57
6	88	5	58
6	31	5	59
6	96	4	60
6	49	3	61
6	238	4	62
6	203	4	63
6	214	5	64
6	20	5	65
6	218	5	66
6	150	4	67
6	140	3	68
6	60	3	69
6	165	4	70
6	143	4	71
6	215	4	72
6	175	5	73
6	84	4	74
6	180	5	75
6	34	5	76
6	46	5	77
6	206	4	78
6	48	4	79
6	208	5	80
6	53	5	81
7	84	4	1
7	8	5	2
7	82	4	3
7	60	4	4
7	6	5	5
7	58	4	6
7	7	3	7
7	176	4	8
7	268	4	9
7	71	4	10
7	203	3	11
7	220	5	12
7	47	4	13
7	258	4	14
7	238	4	15
7	261	4	16
7	120	3	17
7	273	4	18
7	196	5	19
7	22	5	20
7	271	4	21
7	172	4	22
7	178	4	23
7	207	4	24
7	242	4	25
7	76	3	26
7	234	3	27
7	133	3	28
7	80	5	29
7	18	4	30
7	83	4	31
7	95	2	32
7	228	2	33
7	68	4	34
7	12	3	35
7	93	4	36
7	167	3	37
7	231	5	38
7	108	5	39
7	237	5	40
7	232	4	41
7	235	3	42
7	192	5	43
7	67	5	44
7	256	3	45
7	230	4	46
7	177	4	47
7	24	3	48
7	49	4	49
7	185	5	50
7	105	5	51
7	215	4	52
7	54	4	53
7	221	4	54
7	161	5	55
7	266	4	56
7	147	3	57
7	9	4	58
7	160	3	59
7	244	5	60
7	218	4	61
7	62	5	62
7	56	5	63
7	229	4	64
7	243	5	65
7	53	4	66
7	132	4	67
7	41	3	68
7	5	5	69
7	115	5	70
7	272	3	71
7	33	4	72
7	106	4	73
7	165	4	74
7	269	4	75
7	145	4	76
7	183	5	77
7	131	4	78
7	1	4	79
7	197	3	80
7	179	4	81
7	208	4	82
7	153	4	83
7	213	5	84
7	129	5	85
7	157	3	86
7	250	5	87
7	222	4	88
7	128	4	89
7	219	4	90
7	102	5	91
7	136	4	92
7	88	4	93
7	15	4	94
7	224	5	95
7	255	5	96
7	162	3	97
7	77	4	98
7	38	5	99
7	98	3	100
7	57	4	101
7	119	5	102
7	10	4	103
7	209	5	104
7	241	4	105
7	90	5	106
7	17	2	107
7	78	4	108
7	70	4	109
7	40	4	110
7	212	5	111
7	63	4	112
7	253	5	113
7	210	3	114
7	163	4	115
8	161	3	1
8	153	3	2
8	176	4	3
8	200	3	4
8	75	2	5
8	185	4	6
8	152	5	7
8	247	4	8
8	37	4	9
8	73	5	10
8	8	4	11
8	211	5	12
8	202	3	13
8	29	4	14
8	229	5	15
8	106	5	16
8	231	5	17
8	69	5	18
8	80	2	19
8	209	5	20
8	16	3	21
8	179	5	22
8	112	4	23
8	66	5	24
8	146	5	25
8	148	4	26
8	89	2	27
8	203	3	28
8	172	4	29
8	228	4	30
8	266	4	31
8	255	5	32
8	160	3	33
8	87	4	34
8	42	5	35
8	170	3	36
8	173	5	37
8	88	5	38
8	58	4	39
8	105	4	40
8	56	5	41
8	169	5	42
8	49	3	43
8	190	3	44
8	90	4	45
8	221	4	46
8	256	3	47
8	32	4	48
8	14	5	49
8	120	4	50
8	224	5	51
8	15	5	52
8	59	3	53
8	41	3	54
8	223	5	55
8	214	3	56
8	215	4	57
8	197	4	58
8	12	3	59
8	74	5	60
8	4	5	61
8	30	4	62
8	165	4	63
8	5	5	64
8	232	5	65
8	107	2	66
8	34	5	67
8	2	5	68
8	26	4	69
8	210	4	70
8	139	4	71
8	18	5	72
8	254	3	73
8	239	5	74
8	143	5	75
8	111	4	76
8	23	5	77
9	175	5	1
9	51	2	2
9	76	5	3
9	18	5	4
9	248	4	5
9	114	5	6
9	93	5	7
9	88	5	8
9	37	2	9
9	57	4	10
9	115	5	11
9	54	4	12
9	240	4	13
9	233	5	14
9	273	4	15
9	85	5	16
9	190	3	17
9	156	4	18
9	247	3	19
9	130	5	20
9	120	3	21
9	253	5	22
9	101	3	23
9	207	5	24
9	201	5	25
9	22	3	26
9	199	5	27
9	75	3	28
9	28	3	29
9	188	5	30
9	167	4	31
9	229	5	32
9	111	5	33
9	194	4	34
9	99	5	35
9	108	3	36
9	192	4	37
9	151	4	38
9	166	4	39
9	119	5	40
9	117	3	41
9	205	4	42
10	120	4	1
10	75	1	2
10	12	4	3
10	213	4	4
10	41	5	5
10	109	5	6
10	101	5	7
10	70	4	8
10	33	5	9
10	201	2	10
10	226	5	11
10	104	5	12
10	51	3	13
10	167	4	14
10	27	4	15
10	215	4	16
10	81	2	17
10	110	5	18
10	14	5	19
10	129	4	20
10	235	5	21
10	25	5	22
10	151	3	23
10	181	5	24
10	112	4	25
10	175	5	26
10	54	4	27
10	40	5	28
10	173	5	29
10	253	5	30
10	93	5	31
10	152	3	32
10	53	3	33
10	21	5	34
10	210	3	35
10	234	3	36
10	77	5	37
10	177	5	38
10	18	4	39
10	64	3	40
10	43	4	41
10	55	4	42
10	206	4	43
10	247	5	44
10	106	5	45
10	260	4	46
10	124	4	47
10	34	3	48
10	92	5	49
10	126	2	50
10	230	4	51
10	193	5	52
10	9	3	53
11	164	5	1
11	102	5	2
11	131	5	3
11	43	3	4
11	77	3	5
11	273	5	6
11	24	3	7
11	83	5	8
11	87	4	9
11	47	5	10
11	159	4	11
11	210	4	12
11	223	5	13
11	202	2	14
11	105	3	15
11	62	4	16
11	193	4	17
11	157	5	18
11	229	4	19
11	241	4	20
11	30	4	21
11	167	4	22
11	123	5	23
11	12	3	24
11	109	4	25
11	216	4	26
11	150	3	27
11	212	5	28
11	6	3	29
11	176	5	30
11	14	5	31
11	270	5	32
11	38	3	33
11	65	4	34
11	36	3	35
11	8	4	36
11	231	5	37
11	134	4	38
11	29	3	39
11	3	5	40
11	243	4	41
11	232	2	42
11	55	4	43
11	248	4	44
11	135	5	45
11	252	5	46
11	237	4	47
11	246	5	48
11	60	5	49
11	145	5	50
11	98	3	51
11	221	3	52
11	187	4	53
11	267	4	54
11	121	4	55
11	239	4	56
11	174	4	57
11	92	4	58
11	35	4	59
11	235	5	60
11	147	4	61
11	249	5	62
11	58	4	63
11	219	3	64
11	183	4	65
11	224	4	66
11	53	4	67
11	7	3	68
11	265	2	69
11	175	5	70
11	153	3	71
11	138	4	72
11	37	4	73
11	113	4	74
11	90	4	75
11	264	4	76
11	21	5	77
11	177	5	78
11	45	5	79
11	271	3	80
11	160	4	81
11	226	4	82
11	154	5	83
11	97	5	84
11	211	5	85
11	228	3	86
11	141	4	87
11	26	4	88
11	33	4	89
11	253	5	90
11	119	5	91
11	69	4	92
11	146	4	93
11	23	4	94
11	263	5	95
11	107	5	96
11	272	3	97
11	244	4	98
11	200	3	99
11	173	5	100
11	209	5	101
11	206	3	102
11	117	1	103
11	189	5	104
11	162	4	105
11	1	5	106
11	100	5	107
11	88	5	108
11	84	4	109
11	152	4	110
11	185	4	111
11	250	5	112
